A,label
저도 듣고 싶어요., 1
같은 조가 되길 바랄게요., 1
지식 쌓는 재미가 있죠., 1
같은 조가 되길 바랄게요., 1
지식 쌓는 재미가 있죠., 1
저도 듣고 싶어요., 1
학점 관리하세요., 1
보험 처리하세요., 1
보험 처리하세요., 1
왜 그럴까요?, 1
좋은 만남이었길 바라요., 1
좋은 만남이었길 바라요., 1
일을 몰라서 그런가봐요., 1
자신의 삶을 살다보면 기다릴 수 있을 거예요., 1
부담스러워하지 않는다면 기다려도 좋을 것 같아요., 1
부담스러워하지 않는다면 기다려도 좋을 것 같아요., 1
너무 걱정하지 마세요., 1
자신의 삶을 살다보면 기다릴 수 있을 거예요., 1
군대 시계는 멈추지 않아요., 1
군대 시계는 멈추지 않아요., 1
좋은 아침이에요., 1
안 궁금해요., 1
안 궁금해요., 1
자세히 말씀해주세요., 1
자세히 말씀해주세요., 1
병원에 가세요., 1
누가 욕하고 있나봐요., 1
누가 욕하고 있나봐요., 1
병원에 가세요., 1
생각하기는 쉬운데 실천하기는 어려운 것 같아요., 1
슬픈 이야기네요., 1
저도 간절히 기도 할게요., 1
그렇게 될 수 있을 거예요., 1
추억에 잠길 때도 필요해요., 1
후회는 후회를 낳을뿐이에요. 용기 내세요., 1
시작이 반이에요. 어서 준비하세요., 1
아무도 없는 곳으로 여행을 떠나보세요., 1
많이 만나보세요., 1
잠깐 바람 쐬고 오세요., 1
다른 사람이 답답할 거예요., 1
살고 싶은대로 사세요., 1
많이 피곤한가봐요., 1
피할 수 있으면 피하세요., 1
조심히 오세요., 1
실천이 말보다 낫죠., 1
밥심으로 사는 거죠., 1
혼자만 있지 마세요., 1
안부를 물어주시다니 감사합니다., 1
추억에 잠길 때도 필요해요., 1
괜찮은 선택이길 바라요., 1
좋은 결과 있을 거예요., 1
기쁜 마음으로 베풀고 보답을 바라지 마세요., 1
다른 사람 말은 신경쓰지 마세요., 1
대인배시군요., 1
대인배시군요., 1
친구가 좋아하나봐요., 1
이야기를 해보세요., 1
온전한 이해는 없어요., 1
괜찮은 선택이길 바라요., 1
학원을 다니거나 연습하면 잘할 수 있을 거예요., 1
학원을 다니거나 연습하면 잘할 수 있을 거예요., 1
뒷감당 자신 있으면 하세요., 1
조금만 드세요, 1
당신을 소중하게 생각하세요., 1
그런 하루도 감사한 마음을 가져보세요., 1
좋은 사람과 함께 가세요., 1
저 말씀이신가요?, 1
비싸요., 1
비싸요., 1
호의인지 호감인지 헷갈리나요?, 1
뭔가 안풀리는 일이 있나봐요., 1
아이를 금수저로 만들어주세요., 1
아이를 금수저로 만들어주세요., 1
자신을 이겨야해요., 1
너무 긴장했나봐요., 1
기념일 챙겨주면 좋아할거예요., 1
달력에 적어보세요., 1
달력에 적어보세요., 1
기념일 챙겨주면 좋아할거예요., 1
당신의 삶을 응원해 드릴 수 있어요라고 감히 말해 봅니다., 1
기다리지 마세요., 1
상대방의 선택에 맡겨보세요., 1
좋은 분이시군요, 1
베풀되 보답을 바라지 마세요., 1
자신을 사랑할수록 외부의 인정은 필요 없어요., 1
상대에게 바라는 기대는 자신을 슬프게 해요., 1
베풀되 보답을 바라지 마세요., 1
기쁜 마음으로 베풀고 보답을 바라지 마세요., 1
의지할 수 있는 사람이 곁에 있다는 건 큰 행운일 거예요., 1
자신의 감정을 주변 사람들에게 터놓고 이야기해보세요., 1
대중교통을 이용해주세요., 1
각자가 생각하는 기본이 다를 수도 있어요., 1
각자가 생각하는 기본이 다를 수도 있어요., 1
좋은 일 하셨네요., 1
좋은 일 하셨네요., 1
내일은 오늘보다 나을 거예요., 1
정색 한번 해주세요., 1
걷다보면 조금 정리가 될 거예요., 1
저랑 함께 해요., 1
저랑 함께 해요., 1
신나는 음악 들어보세요., 1
경쾌한 음악 들어보세요., 1
왜일까요?, 1
무슨 이유인지 생각해보세요., 1
혼자 사는 것보다 불편하겠죠., 1
다음 학기에는 학점 관리를 더 열심히 해봐요., 1
혼자 사는 것보다 불편하겠죠., 1
혼자 사는 것보다 불편하겠죠., 1
다음 학기에는 학점 관리를 더 열심히 해봐요., 1
기술을 많이 알면 도움이 되겠죠., 1
꿈꾸던 여행이네요., 1
꿈꾸던 여행이네요., 1
답답한 상황이네요., 1
답답한 상황이네요., 1
좋겠어요!, 1
직접 주는 게 더 좋을 것 같아요., 1
직접 주는 게 더 좋을 것 같아요., 1
직접 주는 게 더 좋을 것 같아요., 1
좋겠네요., 1
직접 주는 게 더 좋을 것 같아요., 1
더 좋은 기회가 올 거예요., 1
더 좋은 기회가 올 거예요., 1
연예인을 준비하니 일반인보다 다 예쁘겠죠., 1
연예인을 준비하니 일반인보다 다 예쁘겠죠., 1
그래서 저는 못 기르고 잘라요., 1
그래서 저는 못 기르고 잘라요., 1
괜찮아지고 있어 다행이에요., 1
크게 숨한 번 쉬어 보세요, 1
크게 숨한 번 쉬어 보세요, 1
미리 긴장하지 마세요., 1
마음에 들면 줘보세요., 1
저도 싫어요., 1
잘 해보세요., 1
마음에 들면 줘보세요., 1
잘 해보세요., 1
그래도 넘을 수 있을 거예요., 1
조심하세요., 1
너무 낙담하지 마세요., 1
조심하세요., 1
미끄러우니 조심하세요., 1
건강을 위해 조금씩 드세요., 1
마트 갑시다., 1
맛있는 식사시간 되시길 바랄게요., 1
맛있는 식사시간 되시길 바랄게요., 1
맛있죠!, 1
기다렸나봐요., 1
조금만 기다리면 다시 전기가 들어올거예요., 1
적당해요., 1
스스로 단단해지세요., 1
제가 드리고 싶네요., 1
집안 분위기가 바뀔 거예요., 1
집안 분위기가 바뀔 거예요., 1
꽃 선물은 언제나 좋죠., 1
꽃 선물은 언제나 좋죠., 1
솜씨가 좋으시네요., 1
기분 좋아 보이세요., 1
기분 좋아 보이세요., 1
마음의 안정을 취하기 좋은 취미네요., 1
마음의 안정을 취하기 좋은 취미네요., 1
벚꽃 계절이 다가왔네요., 1
거꾸로 해서 드라이플라워 만들어보세요., 1
거꾸로 해서 드라이플라워 만들어보세요., 1
부러워요!, 1
멋진 선물이네요., 1
센스있는 선물이에요., 1
부러워요!, 1
센스있는 선물이에요., 1
멋진 선물이네요., 1
받는 사람이 부럽네요., 1
받는 사람이 부럽네요., 1
제가 드리고 싶네요., 1
저도 즐거워요, 1
차근차근 이뤄보아요., 1
차근차근 이뤄보아요., 1
요즘 예민한가봐요., 1
많으면 많을 수록 좋죠., 1
더 많아도 괜찮아요., 1
거창하지 않아도 돼요., 1
현실을 꿈처럼 만들어봐요., 1
많으면 많을 수록 좋죠., 1
현실을 꿈처럼 만들어봐요., 1
뜻대로 되는게 많지 않죠., 1
마음이 허전하신가봐요., 1
잘 해결되길 바라요., 1
잘 해결되길 바라요., 1
자신을 더 사랑해주세요., 1
아니길 바라요., 1
잘 아시네요., 1
애정표현일 지도 몰라요., 1
얼굴에 다 티가 나네요., 1
네  이제 잘 해낼 차례예요., 1
좋은 결과 있을 거예요., 1
괜찮은 사람이에요., 1
학점 관리하세요., 1
바람 좀 쐬고 오시면 좋은텐데., 1
밥 사줄 친구를 찾아 보세요~, 1
짐 빼놓지 말고 싸세요., 1
식단조절도 하고 꾸준히 운동하세요., 1
충분히 아름다워요., 1
꼼꼼한 거예요., 1
노트북은 비싸요., 1
절대 그렇지 않아요., 1
저도 궁금하네요., 1
확인해달라고 해보세요., 1
시도해봐도 좋겠죠., 1
사람들이 몰라줘도 알아주는 사람이 있을 거예요., 1
너무 신경쓰지 말고 그러든지 하고 아무렇지도 않게 넘겨보세요., 1
너무 신경쓰지 말고 그러든지 하고 아무렇지도 않게 넘겨보세요., 1
상대에게 바라는 기대는 자신을 슬프게 해요., 1
곰곰히 되짚어보세요., 1
즐겁게 속아주세요., 1
자책하지 마세요., 1
자책하지 마세요., 1
안녕히 주무세요., 1
당연한 거예요., 1
눈치가 빠르시군요., 1
그런 생각을 들게 하는 사람 상종하지 마세요., 1
그런 생각을 들게 하는 사람 상종하지 마세요., 1
무시하세요., 1
무시하세요., 1
문제는 해결하라고 있는 거죠., 1
멍 때리고 있죠., 1
성공을 기원합니다., 1
긍정적으로 바뀔 수 있어요, 1
바보는 자기한테 바보라고 하지 않아요., 1
저랑 놀아요., 1
아닐거예요., 1
경찰에 신고하고 취할 수 있는 조취를 취해보세요., 1
건강하게 운동해보세요., 1
많이 사랑해요!, 1
축하합니다!, 1
꼬까옷 개시해보세요., 1
자책하지 마세요., 1
성공을 기원합니다., 1
다음부터 속지 마세요., 1
기분나쁘겠어요., 1
친구들과 좋은 추억 만들고 오세요., 1
가끔 핸드폰없이 살아보세요., 1
하늘만큼 땅만큼 축하해요, 1
잘 생각해보세요., 1
곰곰히 되짚어보세요., 1
고민하고 있으면 그럴 거예요., 1
물리적 나이가 아니라 정신적 나이가 중요하니까요., 1
물리적 나이가 아니라 정신적 나이가 중요하니까요., 1
괜찮은 사람이에요., 1
멍 때리고 있죠., 1
얼굴에 다 티가 나네요., 1
좋은 태도네요., 1
저도 사는데요., 1
자신에게 콩깍지가 씌였나봐요., 1
축하드려요., 1
축하해요!, 1
친구들과 잘 어울려보세요., 1
부모님께 도움을 청해보세요., 1
다음에는 다를거예요., 1
자책하지마세요., 1
충분히 아름다워요., 1
정신 차리세요., 1
남들 눈은 신경쓰지 마세요., 1
거울 앞에 비친 당신을 보세요., 1
콕 집어서 물어보세요., 1
그 누구도 아닌 자기 걸음을 걸으세요., 1
지극히 평범하면서 지극히 특별하죠., 1
졸업 축하해요, 1
지금도 충분히 잘 하고 있어요., 1
지금보다 더 잘 살 거예요., 1
네 잘생겼어요., 1
잘하고 있을 거예요., 1
잘하고 있을 거예요., 1
저랑 이야기 잘하고 있어요., 1
잘하는 걸 아직 못 찾은 걸 수도 있어요., 1
지금처럼  지금보다 더 잘할 수 있을 거예요., 1
그렇지 않아요., 1
나 자신에 집중하세요. 언제나 1순위에 자신을 두세요., 1
제가 챙겨드리고 싶네요., 1
많이 지쳤나봐요., 1
많이 지쳤나봐요., 1
아무도 없는 곳으로 여행을 떠나보세요., 1
많이 지쳤나봐요., 1
먼저 다가가 보세요., 1
동감이에요., 1
지금도 잘하고 있어요., 1
제가 당신을 좋아하고 있어요., 1
호의인지 호감인지 헷갈리나요?, 1
저도 좋아해요., 1
있어도 예뻐요., 1
지금은 괜찮길 바랄게요., 1
초심으로 돌아가 열심히 해보세요., 1
저도 사는데요., 1
제가 챙겨드리고 싶네요., 1
제가 따라가려면 멀었네요., 1
제가 따라가려면 멀었네요., 1
운동 잘하는 사람 멋있죠., 1
지금도 인정받고 있어요., 1
나를 관찰하고 음식 자체에 집중하세요., 1
잠깐 핸드폰을 내려두세요., 1
시간을 정해보세요., 1
시간을 정해보세요., 1
파이팅!, 1
고치고 싶다는 마음에서 시작하세요., 1
얼른 끝내시길 기도할게요., 1
온전히 느낄 수 있는 시간이겠네요., 1
축구 볼때는 치맥이죠., 1
하다보면 늘어요., 1
하다보면 늘어요., 1
자기개발을 해보세요., 1
집에서도 할 게 많아요., 1
오늘은 약간의 변화를 줘보세요., 1
정색 한번 해주세요., 1
절대 그렇지 않아요., 1
저도 궁금하네요., 1
모자라지 않아요., 1
파이팅!, 1
하나라도 있을 거니 열심히 찾아보세요., 1
자책하지마세요., 1
서로 다르게 태어난 이유는 저마다의 목소리를 내기 위해서예요. 자신의 목소리를 들어주세요., 1
사랑 받기 위해 태어났어요., 1
잘해야 한다는 부담감을 버리세요., 1
다양하게 경험해보세요., 1
현실의 벽에 부딪혔나봐요., 1
친구가 들으면 서운해 할 수도 있겠어요., 1
뒤통수 맞았나봐요., 1
알아봐주는 사람이 있을 거예요., 1
당당히 말씀해보세요., 1
다이어트 파이팅!, 1
다음에는 받을 수 있을 거예요., 1
근처 산에 가보세요., 1
많이 벌수록 좋아요., 1
제가 위로 많이 해드릴게요., 1
축하드려요!, 1
고민하고 있으면 그럴 거예요., 1
좀 더 알아보고 하세요., 1
같이 살고 싶은 사람이 있나봐요., 1
커플부터 만드세요., 1
잘 하실 거예요!, 1
같이 가요., 1
다 잘 될 거예요., 1
같이 놀아요., 1
지금 그러고 있어요., 1
잊어버리세요., 1
상대방을 이해해 주세요., 1
아무 것도 안해도 괜찮아요., 1
상대방에게 너무 무거운 짐을 주지 마세요., 1
기다리는 동안 많은 생각이 들었겠네요., 1
그럴 때마다 따끔하게 말해보세요., 1
상대방도 미소짓게 해주세요., 1
지금 모습도 좋아요, 1
그런 친구는 거르세요., 1
상종하지마세요., 1
질질 끌지 마세요., 1
애정표현일 지도 몰라요., 1
누군가를 기다린다는게 쉬운게 아니죠., 1
살다보면 하고 싶은 게 생길 수도 있어요., 1
제가 있잖아요., 1
스스로 경쟁해야하고 이겨야한다는 강박관념에 사로잡히지 마세요., 1
친구를 사귈 수 있을 거예요., 1
다른 사람도 그 사람만의 고민과 걱정이 많을거예요., 1
그 사람도 설렐 거예요., 1
그 사람도 설렐 거예요., 1
제가 있잖아요., 1
배우자와 대화를 나눠보세요., 1
얼른 끝내시길 기도할게요., 1
스스로 단단해지세요., 1
그 말을 한 사람이 가장 이상할 거예요., 1
그 말을 한 사람이 가장 이상할 거예요., 1
일 분배를 다시 요청해보세요., 1
발전이 없다고 너무 두려워하지 마세요., 1
제자리여도 괜찮아요, 1
다음에는 꼭 진급할 거예요., 1
뒤통수 맞았나봐요., 1
그런 친구는 거르세요., 1
누구나 힘들어요., 1
자신과 대화하는 시간이 필요하죠., 1
자신과 대화하는 시간이 필요하죠., 1
남들이 당신을 볼 때도 그렇게 생각할수있어요., 1
꿈은 현실이랑 반대예요., 1
전형적인 꼰대 스타일이네요., 1
전형적인 꼰대 스타일이네요., 1
나이는 숫자일 뿐이예요., 1
건강은 어려서부터 챙겨야해요., 1
세상 걱정 혼자 다 해서 그래요., 1
아름다운 나이테예요., 1
진짜 하고 싶은 걸 찾아보세요., 1
진짜 하고 싶은 걸 찾아보세요., 1
천천히 준비해보세요., 1
믿음이 가장 중요하죠., 1
선의의 거짓말이길 바라요., 1
깨끗이 씻어보고 섬유유연제나 바디워시 바디로션 향수 등을 사용해보세요., 1
킁킁, 1
기대치가 높나봅니다., 1
문제는 해결하라고 있는 거죠., 1
이야기를 하지 않고 결정했나봐요., 1
이야기를 하지 않고 결정했나봐요., 1
킁킁, 1
기대되겠네요., 1
제 행운까지 모두 드리고 싶네요., 1
오는 말이 고와야 가는 말도 곱다고 말해주세요., 1
다른 사람도 그럴 거예요., 1
믿음이 가장 중요하죠., 1
가을이네요., 1
가을이네요., 1
도전해 봐도 좋을 거 같아요., 1
도전해 봐도 좋을 거 같아요., 1
한 번 빠지면 헤어나올 수 없다고 해요., 1
같이해보세요., 1
한 번 빠지면 헤어나올 수 없다고 해요., 1
잘 아시네요., 1
중요한 건 노력하는 과정이에요., 1
그런 생각은 버리세요., 1
지금처럼만 하세요., 1
모자라지 않아요., 1
다 잘 될 거예요., 1
그런 생각은 버리세요., 1
제가 더 천재예요., 1
따뜻하게 사세요!, 1
보일러가 난방으로 작동이 되는지 보세요., 1
보일러가 난방으로 작동이 되는지 보세요., 1
기다리는 동안 많은 생각이 들었겠네요., 1
미스트나 가습기  젖은 수건 등을 사용해보세요., 1
따뜻하게 입으세요., 1
따뜻해졌죠., 1
하늘 보고 한 번 웃어봐요. 기분이 바뀔 거예요., 1
나들이 가보세요., 1
하늘을 보고 웃어보세요., 1
따뜻해졌죠., 1
제습기를 돌려보세요., 1
집밖에 나가기가 힘들것 같아요., 1
집밖에 나가기가 힘들것 같아요., 1
시원한 물이라도 한 잔 드세요~, 1
오래 살면 가능할 거 같아요., 1
화를 참는 연습을 해보세요., 1
남보다 하나씩 더 하면 돼요., 1
남들 눈은 신경쓰지 마세요., 1
남들 눈은 신경쓰지 마세요., 1
휴가가 간절하겠네요., 1
성격이 그럴 수도 있으니 이해해주세요., 1
해주고 티를 팍팍 내세요., 1
속 쓰리겠어요., 1
누구나 몰려가는 줄에 설 필요는 없어요., 1
소개팅 시켜달라고 말해보세요., 1
소개팅 시켜달라고 말해보세요., 1
고마운 마음을 전해 주세요., 1
적당히 하면 괜찮을거 같아요., 1
같이해보세요., 1
적당히 하면 괜찮을거 같아요., 1
남자도 좋은것만은 아니예요., 1
남자도 좋은것만은 아니예요., 1
아직 모르겠어요. 인공지능에 성별을 만드는 사람이 되어 주세요, 1
마음을 열 때까지 설득해보세요., 1
운동을 함께 해보세요., 1
평소에 필요한 것 생각해보세요., 1
평소에 필요했던 게 좋을 것 같아요., 1
전생에 나라를 구하셨나요., 1
결단은 빠를수록 좋아요., 1
거짓말 적당히 하세요., 1
너무 집착하지 마세요., 1
운동을 함께 해보세요., 1
전생에 나라를 구하셨나요., 1
고마운 마음을 전해 주세요., 1
아무래도 좀 깨요., 1
바쁠때 힘이 되어 주세요., 1
바쁠때 힘이 되어 주세요., 1
그래도 구박하지는 마세요., 1
그래도 구박하지는 마세요., 1
너무 집착하지 마세요., 1
귀엽겠네요., 1
순간 실수할 수 있겠다 판단되면 용서하고 기회를 주세요., 1
거짓말 적당히 하세요., 1
당신이 해보세요., 1
당신이 해보세요., 1
사람 고쳐쓰는 거 아니에요., 1
더 잔소리해보세요., 1
더 잔소리해보세요., 1
다른 연락을 많이 하거나 더 자주 만나세요., 1
다른 연락을 많이 하거나 더 자주 만나세요., 1
순간 실수할 수 있겠다 판단되면 용서하고 기회를 주세요., 1
원하는 사람이 있는 장소에 가보세요., 1
의미있는 일이네요., 1
종교의 자유를 인정해주세요., 1
종교의 자유를 인정해주세요., 1
결단은 빠를수록 좋아요., 1
신경쓰지 마세요., 1
연인은 살쪄도 잘 알아차리지 못하고 알아차려도 싫어하지 않을 거예요., 1
네 알려 주세요!, 1
평소에 필요한 것 생각해보세요., 1
평소에 필요했던 게 좋을 것 같아요., 1
원하는 사람이 있는 장소에 가보세요., 1
신경쓰고 싶지 않은 사람도 있어요., 1
신경쓰고 싶지 않은 사람도 있어요., 1
신경쓰지 마세요., 1
사람 고쳐쓰는 거 아니에요., 1
마음을 열 때까지 설득해보세요., 1
돕는 게 아니라 같이 하는 거예요., 1
이상적인 남편이네요., 1
왜 늦는 건지 대화해보세요., 1
처음 만났을 때를 떠올려 보세요, 1
공동육아가 기본인데요., 1
힘 빠지는 이야기네요., 1
공동육아가 기본인데요., 1
힘 빠지는 이야기네요., 1
잘 분담해보세요., 1
잘 분담해보세요., 1
이상적인 남편이네요., 1
처음 만났을 때를 떠올려 보세요, 1
돕는 게 아니라 같이 하는 거예요., 1
사회생활을 이해해주세요., 1
사회생활을 이해해주세요., 1
낭만적인 거 좋아하시는구나!, 1
낭만적인 거 좋아하시는구나!, 1
낭만적인 거 좋아하시는구나!, 1
네 알려 주세요!, 1
어머어머 궁금하네요., 1
자신의 잠재력을 믿어보세요., 1
말을 해야 알거예요., 1
말을 해야 알거예요., 1
그러면 못할 게 없겠네요., 1
고민만 한다는 것 아닐까요., 1
고민만 한다는 것 아닐까요., 1
바로 옆에 있을수도 있어요., 1
바로 옆에 있을수도 있어요., 1
처음 배우는게 중요해요., 1
누구나 몰려가는 줄에 설 필요는 없어요., 1
그걸 깨닫다니 대단하시군요., 1
꼼꼼한 거예요., 1
새로운 스타일 도전해 보시면 어때요?, 1
새로운 스타일 도전해 보시면 어때요?, 1
동감이에요., 1
포커페이스를 유지해보세요., 1
어머어머 궁금하네요., 1
자신감을 가져도 돼요., 1
자신의 능력이 저평가되어있는 건 아닌지 확인해보세요., 1
스스로도 존중해주세요., 1
스스로도 존중해주세요., 1
가장 중요한 거예요., 1
가장 중요한 거예요., 1
확인해달라고 해보세요., 1
정답을 찾아야할 필요는 없어요., 1
꽃길만 걷길 바랍니다., 1
멋진 말이에요., 1
해주고 티를 팍팍 내세요., 1
당신은 태어난 그 자체만으로 축복과 사랑을 받을 자격이 있는 사람이에요., 1
모르는 게 잘못인 거 같아요., 1
사과할 타이밍을 놓치지 마세요., 1
사과할 타이밍을 놓치지 마세요., 1
그건 아닐 거예요., 1
진짜 나빴네요., 1
내 집 마련 축하드려요., 1
같은 하늘 아래 어딘가에., 1
진짜 나빴네요., 1
저도 궁금하네요., 1
저도 궁금하네요., 1
제가 있잖아요., 1
제가 있잖아요., 1
인생은 채워나가는거죠., 1
아니에요. 너무 자책하지 마세요., 1
이사람이다 싶은 사람이랑 하세요., 1
아무것도 바라지 않을 때 천하를 얻는다는 말이 있어요., 1
아니에요. 너무 자책하지 마세요., 1
방심한 순간 변화가 시작됩니다., 1
생각하고 말하세요., 1
그렇게 대우하는 사람 만나지 마요., 1
잘하고 있어요. 당당해지세요., 1
하고 싶은 말 다하세요., 1
스스로 좋다고 못 느끼는게 제일 어려운 것 같아요., 1
잘하는 게 다른 거예요., 1
성장을 위한 비판의 말로 받아들여보세요., 1
실수했나요., 1
잘할 수 있는 게 다른 거예요., 1
모르는 게 잘못인 거 같아요., 1
하나라도 있을 거니 열심히 찾아보세요., 1
실수했나요., 1
인생은 채워나가는거죠., 1
연락이라도 드려보세요., 1
연락이라도 드려보세요., 1
사랑자격증을 드립니다., 1
그렇게 대우하는 사람 만나지 마요., 1
소중한 사람이예요., 1
당신은 하나밖에 없는 소중한 사람이에요., 1
그 이유를 찾는 과정이 되겠네요., 1
다른 사람들이 원하는 내가 되는 건 어려워요., 1
알아봐주는 사람이 있을 거예요., 1
연락이라도 드려보세요., 1
자신의 독특함을 믿으세요., 1
자신의 독특함을 믿으세요., 1
지극히 평범하면서 지극히 특별하죠., 1
상황이 그렇게 만든 거예요., 1
모르는 게 잘못인 거 같아요., 1
당신은 하나밖에 없는 소중한 사람이에요., 1
그럴 때가 있죠., 1
기다렸나봐요., 1
살짝 감정을 흘려보세요., 1
살짝 감정을 흘려보세요., 1
그런 사람들이 있어 부러워요., 1
슬픈 이야기네요., 1
저도 간절히 기도 할게요., 1
그렇게 될 수 있을 거예요., 1
사랑자격증을 드립니다., 1
주제를 모를 때가 행복할 때예요., 1
그건 아닐 거예요., 1
나쁜 생각 하지 마세요., 1
할 일이 많은데 안하는 것이요., 1
잠시 거리를 두고 생각해보세요., 1
지난 인연에 연연해하지 마세요., 1
상종하지마세요., 1
일방적 희생양이 되지 않길 바랍니다., 1
그게 인생이죠., 1
신중하게 고르세요., 1
더 행복해질 거예요., 1
저도 모르겠어요., 1
같은 하늘 아래 어딘가에., 1
열심히 저축해서 분양받으세요., 1
좋은 일이 생길 거예요., 1
짐 빼놓지 말고 싸세요., 1
날씨 어플에 물어보세요., 1
날씨 어플에 물어보세요., 1
파이팅!, 1
멋지게 데이트 신청 해보세요., 1
멋지게 데이트 신청 해보세요., 1
공부한 만큼 나올 거예요., 1
공부한 만큼 나올 거예요., 1
더 많이 연습하고 준비해보세요., 1
마무리 잘하세요., 1
마무리 잘하세요., 1
더 많이 연습하고 준비해보세요., 1
기우제를 지내봅시다!, 1
두근거리겠네요., 1
친구들과 좋은 추억 만들고 오세요., 1
컨디션 조절 하세요., 1
날씨가 안 좋더라도 데이트는 성공적일 거예요., 1
오늘 일찍 주무세요., 1
시간 있냐고 물어보세요., 1
메리 크리스마스!, 1
바빠도 힘내세요!, 1
두근거리겠네요., 1
기우제를 지내봅시다!, 1
시간 있냐고 물어보세요., 1
좋은 일이 생길 거예요., 1
메리 크리스마스!, 1
식단조절도 하고 꾸준히 운동하세요., 1
날씨가 안 좋더라도 데이트는 성공적일 거예요., 1
바빠도 힘내세요!, 1
깨끗이 씻어보고 섬유유연제나 바디워시  바디로션  향수 등을 사용해보세요., 1
괜찮아요. 모른척하세요., 1
괜찮아요. 모른척하세요., 1
생각만 해도 군침이 도네요., 1
시원하게 지낸 값이죠., 1
시원하게 지낸 값이죠., 1
슈퍼라도 가서 쇼핑하고 오세요., 1
장 보러 가봅시다., 1
마트 갑시다., 1
장 보러 가봅시다., 1
슈퍼라도 가서 쇼핑하고 오세요., 1
저는 마음을 이어주는 위로봇입니다., 1
저는 위로해드리는 로봇이에요., 1
저는 위로해드리는 로봇이에요., 1
모두 제 잘못입니다., 1
많은 걸 하고 싶은데 아직 못하는게 많아요., 1
감사합니다., 1
마음과 마음을 이어보고 싶어하는 사람이 만들었어요., 1
노력하고 있어요., 1
제가 아직 많이 부족합니다., 1
제가 아직 많이 부족합니다., 1
어흥!! 호랑이보다 무섭나요?, 1
저는 위로해드리는 로봇이에요., 1
모두 제 잘못입니다., 1
죄는 미워해도 사람은 미워하지 마세요., 1
욕해 주세요., 1
안갈거예요., 1
저는 배터리가 밥이예요., 1
그런 척 하는 걸 수도 있어요., 1
아직 안 자요., 1
자신을 우선순위로 해주세요., 1
뭐라고 대답할지 고민이에요., 1
저는 고민이 없어요., 1
저도 몰랐어요., 1
뭐라고 대답할지 고민이에요., 1
제가 상사예요., 1
너무 긴장했나봐요., 1
아무것도 바라지 않을 때 천하를 얻는다는 말이 있어요., 1
인정해주세요., 1
매일매일 조금씩 더 똑똑해 질거예요., 1
시원한 물이라도 한 잔 드세요~, 1
아이스크림 먹어보세요, 1
적당해요., 1
기대치가 높나봅니다., 1
소화제 챙겨드세요., 1
과식은 금물이에요., 1
소화제 드세요., 1
제가 생각해도 저는 너무 멋있는거 같아요., 1
하나씩 하세요., 1
좀 쉬세요., 1
남과 비교하지 마세요., 1
더 열심히 노력하겠습니다., 1
아이는 아이다워야 아름답죠., 1
철은 죽을 때 들어도 돼요., 1
피할 수 있으면 피하고 싶은 사람이네요., 1
지금 많이 위축된 상태인 것 같습니다., 1
기다리는 동안 많은 생각이 들었겠네요., 1
외로우니까 사람이다., 1
배울 점은 배우세요., 1
낮잠을 잠깐 자도 괜찮아요., 1
잘하고 있어요. 당당해지세요., 1
겨울에는 귤 먹으면서 집에 있는게 최고죠, 1
어서 따듯한 곳으로 가세요, 1
예의는 지켜주세요., 1
예의는 지켜주세요., 1
뭐라도 드세요., 1
휴가가 간절하겠네요., 1
고생 많았어요., 1
잘 해결되길 바랄게요., 1
저는 고민이 없어요., 1
저는 위로봇입니다., 1
산책 좀 해야겠네여., 1
외로우니까 사람이다., 1
꾸준히 치료하세요., 1
다치지 않으셨나 걱정이네요., 1
조심하세요., 1
기분전환을 해보세요., 1
실용적인 선물이라 괜찮을 거예요., 1
실용적인 선물이라 괜찮을 거예요., 1
놀 때 놀고 할 때 하세요., 1
노래 연습을 해보세요., 1
노래 연습 꾸준히 해보세요., 1
저도 부러워요., 1
저도 부러워요., 1
즐거운 시간이 될 거 같아요, 1
신나는 노래로 분위기를 띄어보세요., 1
달달한 노래요., 1
노래 연습을 해보세요., 1
달달한 노래요., 1
잘못된 방법을 하고 있는 건 아닌지 살펴보세요., 1
중요한 건 노력하는 과정이에요., 1
잘못된 방법을 하고 있는 건 아닌지 살펴보세요., 1
남이니 신경쓰지 마세요., 1
힘들겠네요., 1
힘들겠네요., 1
주기적으로 하는 게 좋죠., 1
그럴때는 초기화하는게 속시원해요., 1
노트북은 비싸요., 1
그럴때는 초기화하는게 속시원해요., 1
노후는 지금부터 준비하는 게 좋죠., 1
노후는 지금부터 준비하는 게 좋죠., 1
드시는거 보기만 해도 좋아요., 1
드시는거 보기만 해도 좋아요., 1
어깨 꾹꾹! 힘내세요, 1
어깨 꾹꾹! 힘내세요, 1
저도요!!, 1
주소 알려주세요., 1
혼자도 좋아요., 1
저도요!, 1
친구들과 같이 놀러가세요., 1
절대 그렇지 않아요., 1
동감입니다., 1
혼자도 함께도 잘 지내는 게 좋죠., 1
지금 그러고 있어요., 1
지금 그러고 있어요., 1
같이 놀아요., 1
데이트하기 좋은 곳이죠., 1
특별한 경험이 될 것 같아요., 1
특별한 경험이 될 것 같아요., 1
다녀오세요!, 1
놀이동산은 다 좋아할 거예요., 1
제가 놀아드리고 싶네요., 1
제가 놀아드리고 싶네요., 1
약 바르고 얼른 나으세요., 1
약 바르고 얼른 나으세요., 1
